"from","to","interaction","term_type","term_id"
"ESR1","Reactome | SUMOylation of intracellular receptors","target-pathway","Reactome","R-HSA-4090294"
"PPARA","Reactome | SUMOylation of intracellular receptors","target-pathway","Reactome","R-HSA-4090294"
"RXRA","Reactome | SUMOylation of intracellular receptors","target-pathway","Reactome","R-HSA-4090294"
"VEGFA","Reactome | Regulation of gene expression by Hypoxia-inducible Factor","target-pathway","Reactome","R-HSA-1234158"
"HIF1A","Reactome | Regulation of gene expression by Hypoxia-inducible Factor","target-pathway","Reactome","R-HSA-1234158"
"CA9","Reactome | Regulation of gene expression by Hypoxia-inducible Factor","target-pathway","Reactome","R-HSA-1234158"
"EGFR","Reactome | Constitutive Signaling by EGFRvIII","target-pathway","Reactome","R-HSA-5637810"
"PIK3CA","Reactome | Constitutive Signaling by EGFRvIII","target-pathway","Reactome","R-HSA-5637810"
"HSP90AA1","Reactome | Constitutive Signaling by EGFRvIII","target-pathway","Reactome","R-HSA-5637810"
"EGFR","Reactome | Signaling by EGFRvIII in Cancer","target-pathway","Reactome","R-HSA-5637812"
"PIK3CA","Reactome | Signaling by EGFRvIII in Cancer","target-pathway","Reactome","R-HSA-5637812"
"HSP90AA1","Reactome | Signaling by EGFRvIII in Cancer","target-pathway","Reactome","R-HSA-5637812"
"VEGFA","Reactome | TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","target-pathway","Reactome","R-HSA-8866910"
"EGFR","Reactome | TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","target-pathway","Reactome","R-HSA-8866910"
"ESR1","Reactome | TFAP2 (AP-2) family regulates transcription of growth factors and their receptors","target-pathway","Reactome","R-HSA-8866910"
"MMP9","Reactome | Signaling by SCF-KIT","target-pathway","Reactome","R-HSA-1433557"
"PIK3CA","Reactome | Signaling by SCF-KIT","target-pathway","Reactome","R-HSA-1433557"
"STAT1","Reactome | Signaling by SCF-KIT","target-pathway","Reactome","R-HSA-1433557"
"SRC","Reactome | Signaling by SCF-KIT","target-pathway","Reactome","R-HSA-1433557"
"EGFR","Reactome | Signaling by ERBB2 ECD mutants","target-pathway","Reactome","R-HSA-9665348"
"PIK3CA","Reactome | Signaling by ERBB2 ECD mutants","target-pathway","Reactome","R-HSA-9665348"
"HSP90AA1","Reactome | Signaling by ERBB2 ECD mutants","target-pathway","Reactome","R-HSA-9665348"
"EGFR","Reactome | GAB1 signalosome","target-pathway","Reactome","R-HSA-180292"
"PIK3CA","Reactome | GAB1 signalosome","target-pathway","Reactome","R-HSA-180292"
"SRC","Reactome | GAB1 signalosome","target-pathway","Reactome","R-HSA-180292"
"MTOR","Reactome | Co-stimulation by CD28","target-pathway","Reactome","R-HSA-389356"
"PIK3CA","Reactome | Co-stimulation by CD28","target-pathway","Reactome","R-HSA-389356"
"PIK3CG","Reactome | Co-stimulation by CD28","target-pathway","Reactome","R-HSA-389356"
"SRC","Reactome | Co-stimulation by CD28","target-pathway","Reactome","R-HSA-389356"
"EGFR","Reactome | Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","target-pathway","Reactome","R-HSA-1236382"
"PIK3CA","Reactome | Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","target-pathway","Reactome","R-HSA-1236382"
"HSP90AA1","Reactome | Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants","target-pathway","Reactome","R-HSA-1236382"
"EGFR","Reactome | Signaling by Ligand-Responsive EGFR Variants in Cancer","target-pathway","Reactome","R-HSA-5637815"
"PIK3CA","Reactome | Signaling by Ligand-Responsive EGFR Variants in Cancer","target-pathway","Reactome","R-HSA-5637815"
"HSP90AA1","Reactome | Signaling by Ligand-Responsive EGFR Variants in Cancer","target-pathway","Reactome","R-HSA-5637815"
"EGFR","Reactome | Signaling by ERBB2","target-pathway","Reactome","R-HSA-1227986"
"PIK3CA","Reactome | Signaling by ERBB2","target-pathway","Reactome","R-HSA-1227986"
"SRC","Reactome | Signaling by ERBB2","target-pathway","Reactome","R-HSA-1227986"
"HSP90AA1","Reactome | Signaling by ERBB2","target-pathway","Reactome","R-HSA-1227986"
"PIK3CA","Reactome | Signaling by KIT in disease","target-pathway","Reactome","R-HSA-9669938"
"STAT1","Reactome | Signaling by KIT in disease","target-pathway","Reactome","R-HSA-9669938"
"SRC","Reactome | Signaling by KIT in disease","target-pathway","Reactome","R-HSA-9669938"
"PIK3CA","Reactome | Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","target-pathway","Reactome","R-HSA-9670439"
"STAT1","Reactome | Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","target-pathway","Reactome","R-HSA-9670439"
"SRC","Reactome | Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","target-pathway","Reactome","R-HSA-9670439"
"PIK3CA","Reactome | Signaling by PDGFR in disease","target-pathway","Reactome","R-HSA-9671555"
"KDR","Reactome | Signaling by PDGFR in disease","target-pathway","Reactome","R-HSA-9671555"
"STAT1","Reactome | Signaling by PDGFR in disease","target-pathway","Reactome","R-HSA-9671555"
"VEGFA","Reactome | VEGFR2 mediated cell proliferation","target-pathway","Reactome","R-HSA-5218921"
"KDR","Reactome | VEGFR2 mediated cell proliferation","target-pathway","Reactome","R-HSA-5218921"
"SRC","Reactome | VEGFR2 mediated cell proliferation","target-pathway","Reactome","R-HSA-5218921"
"SERPINE1","Reactome | MITF-M-dependent gene expression","target-pathway","Reactome","R-HSA-9856651"
"TERT","Reactome | MITF-M-dependent gene expression","target-pathway","Reactome","R-HSA-9856651"
"BCL2","Reactome | MITF-M-dependent gene expression","target-pathway","Reactome","R-HSA-9856651"
"MET","Reactome | MITF-M-dependent gene expression","target-pathway","Reactome","R-HSA-9856651"
"MAPK14","Reactome | MITF-M-dependent gene expression","target-pathway","Reactome","R-HSA-9856651"
"CYP19A1","Reactome | Phase I - Functionalization of compounds","target-pathway","Reactome","R-HSA-211945"
"PTGS1","Reactome | Phase I - Functionalization of compounds","target-pathway","Reactome","R-HSA-211945"
"CYP1B1","Reactome | Phase I - Functionalization of compounds","target-pathway","Reactome","R-HSA-211945"
"RXRA","Reactome | Phase I - Functionalization of compounds","target-pathway","Reactome","R-HSA-211945"
"MAOB","Reactome | Phase I - Functionalization of compounds","target-pathway","Reactome","R-HSA-211945"
"ESR1","Reactome | Transcriptional regulation by RUNX2","target-pathway","Reactome","R-HSA-8878166"
"STAT1","Reactome | Transcriptional regulation by RUNX2","target-pathway","Reactome","R-HSA-8878166"
"ABL1","Reactome | Transcriptional regulation by RUNX2","target-pathway","Reactome","R-HSA-8878166"
"MMP13","Reactome | Transcriptional regulation by RUNX2","target-pathway","Reactome","R-HSA-8878166"
"SRC","Reactome | Transcriptional regulation by RUNX2","target-pathway","Reactome","R-HSA-8878166"
"EGFR","Reactome | Signaling by ERBB4","target-pathway","Reactome","R-HSA-1236394"
"ESR1","Reactome | Signaling by ERBB4","target-pathway","Reactome","R-HSA-1236394"
"PIK3CA","Reactome | Signaling by ERBB4","target-pathway","Reactome","R-HSA-1236394"
"SRC","Reactome | Signaling by ERBB4","target-pathway","Reactome","R-HSA-1236394"
"EGFR","Reactome | Signaling by EGFR in Cancer","target-pathway","Reactome","R-HSA-1643713"
"PIK3CA","Reactome | Signaling by EGFR in Cancer","target-pathway","Reactome","R-HSA-1643713"
"HSP90AA1","Reactome | Signaling by EGFR in Cancer","target-pathway","Reactome","R-HSA-1643713"
"EGFR","Reactome | Signaling by ERBB2 KD Mutants","target-pathway","Reactome","R-HSA-9664565"
"PIK3CA","Reactome | Signaling by ERBB2 KD Mutants","target-pathway","Reactome","R-HSA-9664565"
"HSP90AA1","Reactome | Signaling by ERBB2 KD Mutants","target-pathway","Reactome","R-HSA-9664565"
"EGFR","Reactome | Signaling by ERBB2 in Cancer","target-pathway","Reactome","R-HSA-1227990"
"PIK3CA","Reactome | Signaling by ERBB2 in Cancer","target-pathway","Reactome","R-HSA-1227990"
"HSP90AA1","Reactome | Signaling by ERBB2 in Cancer","target-pathway","Reactome","R-HSA-1227990"
"SERPINE1","Reactome | BMAL1:CLOCK,NPAS2 activates circadian expression","target-pathway","Reactome","R-HSA-1368108"
"PPARA","Reactome | BMAL1:CLOCK,NPAS2 activates circadian expression","target-pathway","Reactome","R-HSA-1368108"
"RXRA","Reactome | BMAL1:CLOCK,NPAS2 activates circadian expression","target-pathway","Reactome","R-HSA-1368108"
"CYP19A1","Reactome | Endogenous sterols","target-pathway","Reactome","R-HSA-211976"
"CYP1B1","Reactome | Endogenous sterols","target-pathway","Reactome","R-HSA-211976"
"RXRA","Reactome | Endogenous sterols","target-pathway","Reactome","R-HSA-211976"
"MTOR","Reactome | CD28 dependent PI3K/Akt signaling","target-pathway","Reactome","R-HSA-389357"
"PIK3CA","Reactome | CD28 dependent PI3K/Akt signaling","target-pathway","Reactome","R-HSA-389357"
"PIK3CG","Reactome | CD28 dependent PI3K/Akt signaling","target-pathway","Reactome","R-HSA-389357"
"VEGFA","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"SERPINE1","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"PIK3CA","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"APP","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"PIK3CG","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"SRC","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"MAPK14","Reactome | Platelet activation, signaling and aggregation","target-pathway","Reactome","R-HSA-76002"
"PIK3CA","Reactome | Downstream signal transduction","target-pathway","Reactome","R-HSA-186763"
"STAT1","Reactome | Downstream signal transduction","target-pathway","Reactome","R-HSA-186763"
"SRC","Reactome | Downstream signal transduction","target-pathway","Reactome","R-HSA-186763"
"PPARG","Reactome | Transcriptional regulation of brown and beige adipocyte differentiation","target-pathway","Reactome","R-HSA-9843743"
"PPARA","Reactome | Transcriptional regulation of brown and beige adipocyte differentiation","target-pathway","Reactome","R-HSA-9843743"
"RXRA","Reactome | Transcriptional regulation of brown and beige adipocyte differentiation","target-pathway","Reactome","R-HSA-9843743"
