"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","5/45","173/9564",0.0289017341040462,6.14258188824663,4.69305904866995,0.00124343760573622,0.00646587554982833,0.00333764831013406,"CREBBP/CASP3/JAK2/TYK2/JAK1",5
"Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","7/45","370/9564",0.0189189189189189,4.0209009009009,4.07467300795959,0.0015608785735822,0.00791860349524629,0.00408753824147329,"TRPV1/P2RX7/GRM5/CNR2/TSPO/HRH2/BDKRB2",7
"Environmental Information Processing","Signal transduction","hsa04668","TNF signaling pathway","4/45","119/9564",0.0336134453781513,7.14397759103641,4.63692203719497,0.00229044276189776,0.0113431451065413,0.00585526721086645,"CASP3/MAPK10/MAPK14/MAPK8",4
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","4/45","120/9564",0.0333333333333333,7.08444444444444,4.6114896177405,0.00236135536183059,0.0114223701223433,0.00589616271497479,"MAPK10/MAPK14/GSK3B/MAPK8",4
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","4/45","122/9564",0.0327868852459016,6.96830601092896,4.56148941195442,0.00250770425432396,0.0116110520101337,0.00599355923600017,"MAPK10/MAPK14/GSK3B/MAPK8",4
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","5/45","203/9564",0.0246305418719212,5.23481116584565,4.19303625179536,0.00251362057227657,0.0116110520101337,0.00599355923600017,"KDR/MET/MAPK10/GSK3B/MAPK8",5
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","5/45","204/9564",0.0245098039215686,5.20915032679739,4.17810420353616,0.00256782880993341,0.0116110520101337,0.00599355923600017,"KDR/CASP3/MET/MAPK14/CTSL",5
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","4/45","125/9564",0.032,6.80106666666667,4.48856523362956,0.00273877811431008,0.0121205499526914,0.00625655918610589,"MAPK10/MAPK14/MAPK8/BDKRB2",4
"Human Diseases","Neurodegenerative disease","hsa05016","Huntington disease","6/45","311/9564",0.0192926045016077,4.10032154340836,3.82167122993013,0.0031504177781495,0.0136518103719812,0.0070469871353344,"CREBBP/CASP3/MAPK10/GRM5/MAPK8/HDAC2",6
"Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","4/45","138/9564",0.0289855072463768,6.16038647342995,4.19822514063315,0.00391014392789536,0.0165931587310252,0.0085652944866628,"MAPK10/MAPK14/GSK3B/MAPK8",4
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","5/45","226/9564",0.0221238938053097,4.70206489675516,3.87238905323105,0.00398874007957336,0.0165931587310252,0.0085652944866628,"CREBBP/PDE4D/PDE4B/MAPK10/MAPK8",5
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","3/45","69/9564",0.0434782608695652,9.24057971014493,4.72326700494952,0.0041065616395909,0.0167483298242139,0.00864539292545454,"MAPK10/MAPK14/MAPK8",3
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","3/45","70/9564",0.0428571428571429,9.10857142857143,4.6814072615414,0.0042764370709234,0.0171057482836936,0.00882989030838434,"JAK2/MAPK10/MAPK8",3
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","6/45","333/9564",0.018018018018018,3.82942942942943,3.61330214632372,0.00440887443922697,0.0173027525162115,0.00893158277658692,"CREBBP/CASP3/TYK2/JAK1/GSK3B/HDAC2",6
"Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","4/45","144/9564",0.0277777777777778,5.9037037037037,4.07650225558851,0.00455043722109527,0.0175056094968519,0.00903629640019685,"JAK2/JAK1/MAPK14/GSK3B",4
